country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,3011153,41132,165303,1307498,1538352,18758,1255,0,0
South America,2058912,9694,79958,1178406,800548,12774,415,0,0
Europe,2401158,12464,190468,1341265,869425,6022,377,0,0
Asia,2164082,46030,53862,1403883,706337,19218,923,0,0
Africa,366439,3823,9441,177586,179412,904,124,0,0
Oceania,9273,48,126,8570,577,1,0,0,0
0,721,0,15,651,55,4,0,0,0
World,10011738,113191,499173,5417859,4094706,57681,3094,0,0
USA,2586255,33299,128054,1073735,1384466,15746,414,31801241,330981104
Brazil,1284214,4160,56197,697526,530491,8318,88,2925935,212541690
Russia,627646,6852,8969,393352,225325,2300,188,18707946,145933938
India,529577,20131,16103,310146,203328,8944,414,7996707,1379826344
UK,310250,890,43514,0,0,276,100,9067577,67882162
Spain,295549,564,28341,0,0,617,3,5162909,46754627
Peru,272364,0,8939,159806,103619,1172,0,1604521,32964854
Chile,267766,4406,5347,228055,34364,2090,279,1061274,19114153
Italy,240136,175,34716,188584,16836,97,8,5277273,60462488
Iran,220180,2456,10364,180661,29155,2928,125,1583542,83977195
Mexico,208392,5441,25779,120562,62051,378,719,542120,128914507
Pakistan,198883,3138,4035,86906,107942,2729,73,1214140,220814581
Turkey,195883,1372,5082,169182,21619,984,17,3231835,84326725
Germany,194642,243,9026,177500,8116,364,0,5412655,83781327
Saudi Arabia,178504,3927,1511,122128,54865,2283,37,1500516,34805142
France,162936,0,29778,75649,57509,634,0,1384633,65272172
Bangladesh,133978,3504,1695,54318,77965,1,34,715098,164667742
South Africa,124590,0,2340,64111,58139,539,0,1493104,59297807
Canada,102954,160,8516,65908,28530,2085,8,2598243,37737992
Qatar,93663,879,110,77225,16328,205,1,345691,2807805
Colombia,84442,0,2811,34937,46694,335,0,688959,50875544
Sweden,65137,0,5280,0,0,171,0,444607,10098554
Egypt,63923,1168,2708,17140,44075,41,88,135000,102299983
Belgium,61209,103,9732,16941,34536,35,1,1191959,11589102
Belarus,61095,382,377,44126,16592,89,4,959880,9449348
Argentina,55343,0,1192,19143,35008,457,8,329036,45190471
Ecuador,53856,0,4424,26493,22939,288,18,142715,17638795
Indonesia,52812,1385,2720,21909,28183,0,37,753370,273484557
Netherlands,50074,69,6105,0,0,29,2,577437,17134521
UAE,47360,387,311,35834,11215,1,1,3136000,9888695
Kuwait,44391,688,344,34586,9461,155,3,375524,4269580
Iraq,43262,2069,1660,19938,21664,254,101,510353,40204671
Singapore,43246,291,26,37163,6057,1,0,684359,5849784
Ukraine,42065,948,1110,18701,22254,386,24,631966,43735136
Portugal,41189,323,1561,26864,12764,67,6,1102066,10196909
Oman,36953,919,159,20363,16431,113,6,179461,5103851
Philippines,34803,730,1236,9430,24137,147,12,662647,109559319
Poland,33714,319,1435,19972,12307,80,6,1469962,37846927
Switzerland,31555,69,1962,29000,593,11,0,555315,8653873
Dominican Republic,30619,855,718,16666,13235,198,6,142340,10846472
Afghanistan,30616,165,703,10674,19239,19,20,70087,38910996
Panama,29905,0,575,15270,14060,148,0,117266,4313667
Bolivia,29423,920,934,7736,20753,71,21,68630,11670618
Romania,26022,325,1589,18530,5903,199,10,687618,19238321
Ireland,25437,23,1734,23364,339,12,4,419021,4937024
Bahrain,24805,0,78,19137,5590,45,5,521101,1700005
Armenia,23909,662,421,12911,10577,10,11,107108,2963193
Israel,23421,621,317,17002,6102,41,3,920460,9197590
Nigeria,23298,0,554,8253,14491,7,0,125090,206032229
Kazakhstan,20319,569,158,12738,7423,121,8,1467556,18773513
Japan,18197,0,969,16392,836,51,0,440739,126479040
Austria,17580,58,700,16371,509,10,2,597495,9005832
Ghana,16431,597,103,12257,4071,6,0,286453,31060677
Moldova,16080,304,521,8963,6596,455,6,63328,4034029
Honduras,15994,628,471,1678,13845,13,45,21540,9902043
Azerbaijan,15890,521,193,8719,6978,66,6,461861,10138016
Guatemala,15828,209,672,3028,12128,5,49,31427,17909722
Serbia,13792,227,267,12338,1187,32,2,380808,8737589
Algeria,12968,283,892,9202,2874,48,7,0,43837260
Denmark,12675,0,604,11508,563,11,0,998736,5792000
S. Korea,12653,51,282,11317,1054,15,0,1243780,51268806
Cameroon,12592,0,313,10100,2179,52,0,0,26531939
Nepal,12309,554,28,2834,9447,0,1,504910,29127705
Morocco,11877,244,220,8723,2934,7,2,633494,36904364
Czechia,11164,126,349,7681,3134,11,0,541212,10708800
Sudan,9257,0,572,4014,4671,0,0,401,43828543
Ivory Coast,8944,205,66,3722,5156,0,2,52261,26364556
Norway,8845,13,249,8138,458,4,0,313162,5420728
Malaysia,8616,10,121,8308,187,2,0,739458,32359920
Uzbekistan,7682,255,20,5240,2422,28,0,1121236,33461668
Australia,7641,46,104,6979,558,1,0,2333296,25495732
Finland,7198,7,328,6600,270,1,0,237500,5540643
DRC,6690,138,153,937,5600,0,4,0,89495791
Senegal,6459,105,102,4255,2102,26,4,76303,16734279
North Macedonia,5906,148,277,2236,3393,55,9,57895,2083375
Kenya,5811,278,141,1936,3734,18,4,162478,53748171
Tajikistan,5799,52,52,4391,1356,0,0,0,9533413
El Salvador,5727,210,143,3447,2137,172,10,155301,6485855
Haiti,5722,179,98,641,4983,0,2,11332,11400535
Ethiopia,5570,145,94,2015,3461,34,5,243016,114903773
Guinea,5260,0,29,4155,1076,24,0,14407,13124855
Gabon,5209,0,40,2327,2842,10,0,34774,2224664
Venezuela,4779,0,41,1327,3411,9,0,1190307,28436486
Djibouti,4643,0,52,4348,243,0,0,45998,987776
Bulgaria,4513,0,215,2457,1841,18,0,131043,6948680
Kyrgyzstan,4513,309,46,2212,2255,30,3,199853,6522410
Luxembourg,4217,44,110,3978,129,1,0,172292,625810
Hungary,4138,11,578,2681,879,11,0,270263,9660521
Mauritania,4025,118,121,1344,2560,21,1,13842,4646990
Bosnia and Herzegovina,3935,0,178,2338,1419,4,0,88548,3280924
French Guiana,3461,191,12,1249,2200,21,1,8061,298515
CAR,3429,89,45,699,2685,2,5,23208,4828335
Greece,3366,23,191,1374,1801,11,0,301144,10423348
Thailand,3162,0,58,3053,51,1,0,468175,69798329
Costa Rica,2979,143,13,1325,1641,5,1,38500,5093524
Somalia,2878,0,90,868,1920,2,0,0,15883150
Croatia,2624,85,107,2152,365,0,0,75437,4105397
Mayotte,2508,0,32,2218,258,8,0,8800,272679
Cuba,2330,5,86,2187,57,1,1,159571,11326670
Albania,2330,61,53,1346,931,12,2,22538,2877821
Maldives,2305,22,8,1875,422,9,0,47741,540381
Nicaragua,2170,0,74,1238,858,0,0,0,6623436
Mali,2118,58,113,1398,607,0,0,12807,20237294
Sri Lanka,2033,19,11,1639,383,1,0,101226,21412328
Madagascar,2005,83,16,907,1082,21,0,20066,27675702
Equatorial Guinea,2001,0,32,515,1454,0,0,16000,1401811
Estonia,1986,0,69,1812,105,0,0,105310,1326527
South Sudan,1942,0,36,224,1682,1,0,10226,11191875
Iceland,1836,4,10,1814,12,0,0,74424,341218
Palestine,1815,258,4,446,1365,0,1,84621,5099021
Lithuania,1813,5,78,1503,232,16,0,414792,2722344
Lebanon,1719,22,33,1153,533,6,0,127693,6825627
Paraguay,1711,0,13,1013,685,2,0,63974,7131278
Slovakia,1657,14,28,1455,174,0,0,207973,5459620
Guinea-Bissau,1614,0,22,191,1401,5,0,1500,1967053
Slovenia,1572,14,109,1376,87,2,0,99688,2078936
Zambia,1531,0,21,1233,277,1,0,52195,18372230
New Zealand,1522,2,22,1484,16,0,0,387435,5002100
Sierra Leone,1410,16,59,937,414,0,0,0,7973963
