country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,2061117,20284,124640,677096,1259381,19370,1168,0,0
South America,857909,13290,39587,349218,469104,11293,272,0,0
Europe,2019770,15544,173726,986971,859073,8784,446,0,0
Asia,1136750,29230,30770,694520,411460,13597,563,0,0
Africa,148420,4651,4231,64077,80112,346,139,0,0
Oceania,8804,10,125,8196,483,4,0,0,0
0,721,0,15,651,55,4,0,0,0
World,6233491,83009,373094,2780729,3079668,53398,2588,0,0
USA,1832324,15504,106114,539964,1186246,17094,557,17550586,330838184
Brazil,505487,7047,29013,205371,271103,8318,179,930013,212430396
Russia,405843,9268,4693,171883,229267,2300,138,10643124,145929337
Spain,286509,201,27127,196958,62424,617,2,4063843,46753295
UK,274762,1936,38489,0,0,1559,113,4285738,67855909
Italy,232997,333,33415,157507,42075,435,75,3878739,60469020
India,190609,8782,5408,91852,93349,8944,223,3737027,1378826256
France,188882,257,28802,68355,91725,1319,31,1384633,65261548
Germany,183494,200,8605,165200,9689,720,5,3952971,83761616
Turkey,163942,839,4540,127973,31429,648,25,2039194,84259813
Peru,155671,0,4371,66447,84853,960,0,1012708,32930962
Iran,151466,2516,7797,118848,24821,2527,63,935894,83897889
Chile,99688,4830,1054,42727,55907,1383,57,582440,19102061
Canada,90928,738,7294,48839,34795,1618,221,1634277,37713606
Mexico,87512,2885,9779,61871,15862,378,364,270992,128814639
Saudi Arabia,85261,1877,503,62442,22316,384,23,822769,34765118
Pakistan,69496,3039,1483,25271,42742,111,88,547030,220497647
Belgium,58381,195,9467,15887,33027,168,14,866497,11585389
Qatar,56910,1648,38,30290,26582,232,2,222069,2876643
Bangladesh,47153,2545,650,9781,36722,1,40,308940,164546795
Netherlands,46442,185,5956,0,0,159,5,349150,17131732
Belarus,42556,898,235,18514,23807,92,6,541093,9449576
Ecuador,39098,527,3358,19592,16148,220,24,117422,17619020
Sweden,37542,429,4395,4971,28176,228,0,238800,10093917
