country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
Iraq,56020,2312,2262,29600,24158,338,102,579861,40219503
Netherlands,50335,0,6113,0,0,28,0,616376,17135140
UAE,50141,672,318,39153,10670,1,1,3500000,9890654
Kuwait,48672,813,360,39276,9036,144,1,399498,4270616
Ukraine,46763,876,1212,20558,24993,105,27,690953,43730851
Singapore,44479,169,26,39769,4684,1,0,757746,5850538
Kazakhstan,44075,1501,188,26251,17636,121,0,1555858,18777194
Oman,43929,1374,193,26169,17567,113,5,202837,5105987
Portugal,43156,374,1598,28424,13134,72,11,1205593,10196424
Philippines,40336,1531,1280,11073,27983,166,6,779937,109583231
Bolivia,35528,1301,1271,10358,23899,71,70,79567,11673229
Poland,35405,259,1507,22651,11247,72,15,1597497,37846250
Panama,35237,0,667,16445,18125,140,0,135801,4314782
Dominican Republic,35148,951,775,18392,15981,193,10,160541,10848254
Afghanistan,32324,302,819,17331,14174,25,12,74287,38925404
Switzerland,32101,134,1965,29200,936,15,0,614283,8654909
Bahrain,28410,573,95,23318,4997,48,1,584070,1700980
Romania,28166,420,1708,19545,6913,224,21,747592,19236229
Israel,28055,1008,326,17669,10060,77,2,1024298,9197590
Armenia,27320,662,469,15484,11367,10,10,118102,2963283
Nigeria,27110,0,616,10801,15693,7,0,141525,206116239
Ireland,25498,9,1740,23364,394,12,2,445962,4937928
Honduras,21120,858,591,2190,18339,58,49,49308,9904628
Guatemala,20072,1061,843,3279,15950,5,26,64590,17915162
Azerbaijan,19267,583,235,10820,8212,66,7,502965,10139513
Japan,18874,0,975,16772,1127,37,0,475308,126472721
Ghana,18134,0,117,13550,4467,6,0,300520,31071332
Austria,18050,109,705,16558,787,7,0,635505,9006672
Moldova,17445,295,572,10093,6780,438,12,101180,4033876
Serbia,15504,309,298,13064,2142,85,11,426981,8737015
Nepal,15259,740,32,6143,9084,0,1,547876,29136307
Algeria,15070,413,937,10832,3301,54,9,0,43850258
Morocco,13288,319,230,9160,3898,7,1,728366,36911534
S. Korea,12967,63,282,11759,926,15,0,1307761,51269527
Denmark,12832,17,606,11817,409,6,0,1106377,5792333
Cameroon,12592,0,313,10100,2179,52,0,0,26542805
Czechia,12248,70,353,7822,4073,12,0,565122,10709125
Ivory Coast,10244,252,70,4726,5448,0,2,60652,26375297
Sudan,9663,90,604,4624,4435,0,2,401,43845371
Uzbekistan,9396,318,29,6251,3116,24,2,1121236,33469623
Norway,8916,14,251,8138,527,3,0,348208,5421422
Malaysia,8648,5,121,8446,81,2,0,782638,32366717
Australia,8255,254,104,7319,832,7,0,2617860,25500580
DRC,7311,122,179,2684,4448,0,3,0,89540629
El Salvador,7267,267,202,4268,2797,211,11,170017,6486391
Finland,7242,1,329,6700,213,0,1,251600,5540784
Kenya,7188,247,154,2148,4886,29,2,176059,53767633
Senegal,7164,110,125,4666,2373,38,4,82857,16741537
North Macedonia,6787,162,328,2876,3583,55,7,64837,2083373
Kyrgyzstan,6767,506,76,2655,4036,24,10,228857,6524176
Venezuela,6273,0,57,2100,4116,11,0,1283692,28435171
Haiti,6101,61,110,1141,4850,0,3,12435,11402813
Tajikistan,6058,0,52,4690,1316,0,0,0,9536933
Ethiopia,5846,0,103,2430,3313,35,0,250604,114950597
Guinea,5521,71,33,4446,1042,24,0,14407,13130716
Gabon,5513,0,42,2508,2963,10,0,38692,2225528
Bulgaria,5315,0,232,2802,2281,31,0,147524,6947828
Bosnia and Herzegovina,4962,174,191,2550,2221,4,2,97736,3280591
Djibouti,4736,21,55,4580,101,0,0,47491,988012
Mauritania,4705,99,129,1765,2811,21,0,13842,4649000
French Guiana,4558,114,16,1777,2765,26,0,8707,298642
Luxembourg,4447,52,110,4016,321,3,0,207809,625977
Costa Rica,4311,288,18,1657,2636,10,0,43865,5094286
Hungary,4172,6,588,2752,832,9,1,281628,9660120
CAR,3823,35,48,816,2959,2,1,24632,4829713
Greece,3486,28,192,1374,1920,8,0,325451,10422517
Palestine,3334,254,11,463,2860,0,2,84621,5100970
Thailand,3180,1,58,3066,56,1,0,603657,69801192
Equatorial Guinea,3071,1070,51,842,2178,0,19,16000,1402571
Croatia,3008,96,112,2168,728,4,2,82902,4104985
Somalia,2944,0,90,951,1903,2,0,0,15890447
Albania,2752,90,72,1592,1088,8,3,24601,2877770
Mayotte,2661,11,35,2375,251,3,0,8800,272787
Nicaragua,2519,0,83,1238,1198,0,0,0,6624728
Madagascar,2512,109,26,1057,1429,34,2,23244,27687410
Maldives,2410,10,10,1976,424,12,0,53867,540537
Cuba,2361,8,86,2224,51,1,0,175372,11326557
Paraguay,2349,46,19,1113,1217,4,0,74088,7132714
Mali,2285,25,117,1507,661,0,0,12807,20246895
Sri Lanka,2069,3,11,1863,195,1,0,110505,21413796
South Sudan,2021,0,38,333,1650,0,0,10824,11194026
Estonia,1991,1,69,1859,63,2,0,108538,1326542
Iceland,1855,5,10,1832,13,0,0,74424,341254
Lebanon,1830,34,35,1292,503,5,0,141479,6825129
Lithuania,1828,3,79,1539,210,15,1,436679,2721726
Guinea-Bissau,1765,111,25,676,1064,5,1,1500,1967817
Slovakia,1720,20,28,1466,226,3,0,215322,5459663
Slovenia,1650,16,111,1384,155,0,0,105569,2078940
Zambia,1632,0,30,1348,254,1,0,56825,18380703
Congo,1557,175,44,501,1012,0,3,0,5517479
New Zealand,1530,0,22,1490,18,1,0,409032,5002100
Sierra Leone,1524,6,62,1042,420,0,2,0,7976627
Malawi,1402,60,16,317,1069,4,0,15177,19127411
Cabo Verde,1382,81,15,629,738,0,0,39257,556004
Hong Kong,1248,5,7,1125,116,1,0,321498,7497232
Yemen,1240,19,335,536,369,0,10,120,29823934
Benin,1199,0,21,333,845,1,0,56613,12121507
Tunisia,1181,3,50,1045,86,0,0,71198,11818982
Jordan,1147,11,10,897,240,3,1,408735,10203459
Latvia,1122,0,30,997,95,1,0,155599,1885917
Niger,1081,0,68,959,54,0,0,6547,24197127
Rwanda,1081,18,3,512,566,0,0,153857,12950750
Cyprus,999,0,19,833,147,0,0,160262,1207399
Burkina Faso,980,13,53,852,75,0,0,0,20899835
Uruguay,947,0,28,828,91,1,0,68449,3473808
Georgia,943,4,15,821,107,5,0,113167,3989097
Mozambique,939,21,6,249,684,0,0,31784,31249899
Uganda,911,9,0,849,62,0,0,200179,45729045
Eswatini,909,36,13,515,381,5,2,11872,1160200
Libya,891,0,26,224,641,0,0,28358,6871416
Chad,871,3,74,786,11,0,0,0,16422710
Andorra,855,0,52,800,3,0,0,3750,77266
Liberia,833,14,37,346,450,0,0,0,5057220
Sao Tome and Principe,717,0,13,260,444,0,0,1803,219154
Jamaica,715,8,10,560,145,0,0,25229,2961245
Diamond Princess,712,0,13,651,48,4,0,0,0
San Marino,698,0,42,656,0,0,0,5729,33932
Malta,672,1,9,650,13,0,0,98139,441551
Togo,671,4,14,424,233,2,0,32267,8277978
Montenegro,663,47,13,315,335,0,1,13820,628067
Zimbabwe,625,8,7,176,442,0,0,75485,14863104
Channel Islands,571,0,47,512,12,0,0,21388,173869
Suriname,547,0,13,254,280,7,0,1244,586651
Réunion,533,2,2,472,59,3,0,35419,895342
Tanzania,509,0,21,183,305,7,0,0,59723028
Taiwan,449,1,7,438,4,0,0,77157,23817089
Vietnam,355,0,0,340,15,1,0,275000,97341803
Namibia,350,57,0,25,325,1,0,10283,2540858
Mauritius,341,0,10,330,1,0,0,186845,1271784
Isle of Man,336,0,24,312,0,0,0,6558,85035
Angola,328,13,18,107,203,6,1,10000,32858074
Syria,328,16,10,123,195,0,1,0,17498828
Comoros,309,6,7,241,61,0,0,0,869551
Myanmar,306,2,6,237,63,0,0,80607,54411565
Guyana,250,0,14,117,119,1,0,2634,786574
Martinique,242,0,14,98,130,5,0,0,375263
Botswana,227,0,1,28,198,1,0,42290,2351526
Mongolia,220,0,0,179,41,6,0,23434,3278292
Eritrea,215,0,0,56,159,0,0,0,3546480
Cayman Islands,201,0,1,194,6,0,0,24321,65724
Faeroe Islands,187,0,0,187,0,0,0,15395,48864
Guadeloupe,182,0,14,157,11,2,0,8239,400125
Gibraltar,178,0,0,176,2,0,0,14119,33691
Burundi,170,0,1,115,54,0,0,493,11888203
Bermuda,146,0,9,135,2,1,0,11723,62276
Brunei,141,0,3,138,0,0,0,29841,437493
Cambodia,141,0,0,131,10,1,0,38335,16719243
Trinidad and Tobago,130,0,8,115,7,0,0,5195,1399518
Monaco,106,0,4,95,7,0,0,16200,39243
Bahamas,104,0,11,89,4,1,0,2404,393257
Aruba,104,0,3,98,3,0,0,2478,106769
Barbados,97,0,7,90,0,0,0,8001,287378
Liechtenstein,83,0,1,81,1,0,0,900,38129
Seychelles,81,0,0,11,70,0,0,0,98350
Sint Maarten,77,0,15,62,0,0,0,500,42877
Bhutan,77,0,0,50,27,0,0,25375,771631
Antigua and Barbuda,69,0,3,23,43,1,0,796,97932
French Polynesia,62,0,0,60,2,0,0,4649,280917
Gambia,55,0,2,27,26,0,0,3005,2416236
Macao,46,0,0,45,1,0,0,4071,649347
Turks and Caicos,44,2,2,11,31,0,0,690,38718
Saint Martin,43,0,3,37,3,1,0,685,38666
Lesotho,35,0,0,11,24,0,0,3000,2142321
St. Vincent Grenadines,29,0,0,29,0,0,0,844,110942
Belize,28,0,2,18,8,0,0,2281,397620
Timor-Leste,24,0,0,24,0,0,0,1568,1318407
Curaçao,23,0,1,19,3,0,0,1080,164097
Grenada,23,0,0,23,0,0,0,5465,112526
Saint Lucia,22,3,0,19,3,0,0,1700,183632
New Caledonia,21,0,0,21,0,0,0,8406,285507
Laos,19,0,0,19,0,0,0,16536,7275650
Dominica,18,0,0,18,0,0,0,623,71987
Fiji,18,0,0,18,0,0,0,4000,896475
Saint Kitts and Nevis,15,0,0,15,0,0,0,454,53201
Falkland Islands,13,0,0,13,0,0,0,1197,3479
Greenland,13,0,0,13,0,0,0,3954,56771
Vatican City,12,0,0,12,0,0,0,0,801
Montserrat,11,0,1,10,0,0,0,61,4992
Papua New Guinea,11,0,0,8,3,0,0,7147,8946777
Western Sahara,10,0,1,8,1,0,0,0,597273
MS Zaandam,9,0,2,0,7,0,0,0,0
British Virgin Islands,8,0,1,7,0,0,0,439,30232
Caribbean Netherlands,7,0,0,7,0,0,0,424,26224
St. Barth,6,0,0,6,0,0,0,152,9877
Anguilla,3,0,0,3,0,0,0,272,15003
Saint Pierre Miquelon,1,0,0,1,0,0,0,0,5794
China,83542,5,4634,78499,409,7,0,90410000,1439323776
