country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,2194770,19079,132597,872111,1190062,19468,1454,0,0
South America,1041554,11464,46410,503725,491419,11720,335,0,0
Europe,2062062,16904,177957,1055806,828299,7315,857,0,0
Asia,1291984,31983,33671,784082,474231,14578,613,0,0
Africa,178257,6074,4913,79912,93432,442,130,0,0
Oceania,8861,11,124,8268,469,2,0,0,0
0,721,0,15,651,55,4,0,0,0
World,6778209,85515,395687,3304555,3077967,53529,3389,0,0
USA,1936998,12947,110715,715511,1110772,17083,542,19947853,330864650
Brazil,621877,6007,34212,288652,299013,8318,173,986365,212451006
Russia,449834,8726,5528,212680,231626,2300,144,12053663,145930189
Spain,288058,318,27134,0,0,617,1,4063843,46753542
UK,283311,1650,40261,0,0,604,357,5214277,67860771
India,236091,9378,6649,113231,116211,8944,286,4386379,1379011457
Italy,234531,518,33774,163781,36976,316,85,4114572,60467811
Germany,185376,453,8761,168500,8115,595,25,4348880,83765266
Peru,183198,0,5031,76228,101939,1005,0,1135831,32937238
Turkey,168340,930,4648,133400,30292,592,18,2267412,84272204
Iran,167156,2886,8134,129741,29281,2573,63,1040289,83912575
France,153055,611,29111,70504,53440,1094,46,1384633,65263516
Chile,122499,4207,1448,95631,25420,1521,92,668556,19104300
Mexico,105680,4442,12545,75448,17687,378,816,314063,128833133
Saudi Arabia,95748,2591,642,70616,24490,1321,31,908972,34772530
Canada,94325,599,7702,52545,34078,1727,65,1824857,37718122
Pakistan,89249,3985,1838,31198,56213,111,68,638323,220556339
Qatar,65495,1754,49,40935,24511,238,4,246362,2807805
Bangladesh,60391,2828,811,12804,46776,1,30,372365,164569193
Belgium,58907,140,9566,16112,33229,137,18,912165,11586077
Netherlands,47152,210,6005,0,0,97,15,388113,17132248
Belarus,46868,887,259,22066,24543,92,6,597013,9449534
South Africa,43434,2642,908,23088,19438,208,60,850871,59252862
Sweden,42939,1056,4639,0,0,265,77,275500,10094775
Ecuador,41575,609,3534,20568,17473,252,48,120845,17622682
UAE,37642,624,274,20337,17031,1,1,2145493,9881514
Singapore,37183,261,24,24209,12950,4,0,408495,5847022
Colombia,35120,0,1087,12921,21112,335,0,374592,50842963
Portugal,33969,377,1465,20526,11978,58,10,873998,10198688
Egypt,31115,1348,1166,8158,21791,41,40,135000,102183789
Switzerland,30936,23,1921,28600,415,29,0,415915,8650074
Kuwait,30644,723,244,18277,12123,197,8,308900,4265782
Indonesia,29521,703,1770,9443,18308,0,49,380973,273310806
Ukraine,25964,553,762,11372,13830,298,15,403551,43750846
Poland,25410,362,1137,12410,11863,160,20,1014937,37849409
Ireland,25163,21,1670,22698,795,36,6,348416,4933710
Philippines,20626,244,987,4330,15309,82,3,398914,109471641
Argentina,20197,0,615,6088,13494,274,7,183862,45165566
Romania,20103,196,1316,14145,4642,152,11,484782,19245993
Afghanistan,18969,915,309,1762,16898,19,9,45139,38858170
Dominican Republic,18708,389,525,11736,6447,110,5,90141,10839938
Israel,17562,67,291,15026,2245,30,0,622323,9197590
Japan,17018,0,903,14867,1248,102,0,303633,126502211
Austria,16843,38,672,15742,429,20,2,479449,9002749
Oman,15086,770,72,3451,11563,60,5,102644,5096020
Panama,15044,0,363,9619,5062,75,0,72697,4309582
Bahrain,13835,539,22,8585,5228,12,1,354122,1696430
Kazakhstan,12312,245,52,6903,5357,62,0,892101,18760016
Bolivia,12245,607,415,1658,10172,3,15,28239,11661045
Denmark,11875,64,586,10653,636,17,4,684557,5790777
Armenia,11817,596,183,3513,8121,10,7,65161,2962861
S. Korea,11668,39,273,10506,889,15,0,990960,51266162
Serbia,11667,96,247,6931,4489,12,1,266061,8739694
Nigeria,11516,0,323,3535,7658,7,0,71336,205724190
Algeria,9935,104,690,6453,2792,22,9,0,43789601
Iraq,9846,1006,285,4573,4988,63,14,281901,40150285
Czechia,9520,26,327,6880,2313,12,1,459448,10707610
Moldova,9247,229,323,5240,3684,274,8,58521,4034590
Ghana,9168,283,42,3457,5669,3,4,223065,31021611
Norway,8510,6,238,8138,134,6,0,252232,5418184
Malaysia,8266,19,116,6610,1540,6,1,560738,32334994
Morocco,8071,68,208,7268,595,15,0,275349,36878073
Cameroon,7392,603,205,4575,2612,28,2,0,26492099
Australia,7251,11,102,6683,466,2,0,1579192,25477953
Finland,6941,30,322,5800,819,8,0,198647,5540127
Azerbaijan,6860,338,82,3871,2907,66,4,328385,10132528
Guatemala,6154,394,158,979,5017,5,15,31427,17889773
Honduras,5880,190,243,648,4989,13,9,14790,9892567
Sudan,5714,0,333,1825,3556,0,0,401,43766839
Tajikistan,4370,81,48,2491,1831,0,0,0,9520505
Senegal,4155,134,45,2276,1834,15,0,49180,16707665
Djibouti,4123,69,26,1707,2390,0,0,34551,986912
Guinea,4060,69,23,2667,1370,24,0,14407,13103365
Luxembourg,4032,5,110,3885,37,3,0,83673,625198
Uzbekistan,4007,68,16,3247,744,10,0,748555,33432499
Hungary,3970,16,542,2245,1183,21,3,202606,9661989
DRC,3764,120,81,512,3171,0,3,0,89331385
Ivory Coast,3262,0,35,1584,1643,0,0,29228,26325174
Thailand,3102,1,58,2971,73,1,0,420529,69787831
Greece,2967,15,180,1374,1413,9,0,193929,10426393
Gabon,2955,0,21,818,2116,15,0,15689,2221499
Nepal,2912,278,11,333,2568,0,1,221332,29096164
