country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,3104000,32764,166941,1343907,1593152,18814,555,0,0
South America,2159943,13108,82660,1238585,838698,12785,318,0,0
Europe,2426430,11867,190992,1356860,878578,5747,250,0,0
Asia,2255764,44331,55729,1475729,724306,19140,943,0,0
Africa,388816,3597,9823,187192,191801,924,125,0,0
Oceania,9407,83,126,8599,682,1,0,0,0
0,721,0,15,651,55,4,0,0,0
World,10345081,105750,506286,5611523,4227272,57415,2191,0,0
USA,2662697,25620,128637,1101082,1432978,15758,200,32979567,330991690
Brazil,1352708,7454,57774,733848,561086,8318,116,3017350,212549934
Russia,641156,6719,9166,403430,228560,2300,93,19334442,145934278
India,567536,18339,16904,335272,215360,8944,417,8398362,1379900425
UK,311965,814,43575,0,0,276,25,9290215,67884107
Spain,296050,200,28346,0,0,617,3,5162909,46754725
Peru,279419,0,9317,167998,102104,1178,0,1645112,32967364
Chile,275999,4017,5575,236154,34270,2090,66,1096443,19115048
Italy,240436,126,34744,189196,16496,96,6,5341837,60462004
Iran,225205,2536,10670,186180,28355,3037,162,1639078,83983070
Mexico,216852,4050,26648,126843,63361,378,267,556198,128921905
Pakistan,206512,3557,4167,95407,106938,2437,49,1262162,220838058
Turkey,198613,1374,5115,171809,21689,1018,18,3331158,84331681
Germany,195341,477,9041,178100,8200,332,12,5412655,83782788
Saudi Arabia,186436,3943,1599,127118,57719,2285,48,1591141,34808107
France,164260,280,29813,75649,58798,634,18,1384633,65272959
Bangladesh,141801,4014,1783,57780,82238,1,45,751034,164676701
South Africa,138134,0,2456,68925,66753,539,0,1567084,59301892
Canada,103818,568,8566,67096,28156,2090,44,2676705,37739798
Qatar,95106,693,113,80170,14823,203,3,352659,2807805
Colombia,91769,0,3106,38280,50383,335,0,725828,50878506
Egypt,66754,1566,2872,17951,45931,41,83,135000,102310546
Sweden,65137,0,5280,0,0,171,0,444607,10098898
Belarus,61790,315,387,45213,16190,89,4,992007,9449331
Belgium,61361,66,9732,16941,34688,35,0,1191959,11589377
Argentina,59933,0,1245,21138,37550,457,13,344409,45192735
Ecuador,55665,410,4502,27430,23733,288,73,145916,17640260
Indonesia,55092,1082,2805,23800,28487,0,51,782383,273500352
Netherlands,50223,76,6107,0,0,30,2,599872,17134727
UAE,48246,449,314,37076,10856,1,1,3136000,9889348
Iraq,47151,1749,1839,22974,22338,336,83,532120,40209615
Kuwait,45524,582,350,36313,8861,145,2,382842,4269925
Singapore,43661,202,26,37985,5650,1,0,684359,5850036
Ukraine,43628,646,1147,19027,23454,83,18,649150,43733708
Portugal,41912,266,1568,27205,13139,71,4,1102066,10196747
Oman,39060,910,169,22422,16469,115,6,188291,5104563
Philippines,36438,983,1255,9956,25227,152,11,690799,109567290
Poland,34154,247,1444,20897,11813,86,6,1499540,37846702
Dominican Republic,31816,443,733,17280,13803,202,7,148208,10847066
Panama,31686,0,604,15470,15612,140,0,125570,4314039
Switzerland,31652,35,1962,29100,590,11,0,566594,8654218
Bolivia,31524,848,1014,8517,21993,71,44,70872,11671488
Afghanistan,31238,271,733,13934,16571,19,12,71549,38915799
Romania,26582,269,1634,18912,6036,210,22,699688,19237623
Bahrain,25705,0,84,20517,5104,40,1,543790,1700330
Ireland,25462,23,1735,23364,363,12,0,425030,4937325
Armenia,25127,482,433,13297,11397,10,7,110571,2963223
Nigeria,24567,0,565,9007,14995,7,0,130164,206060232
Israel,24441,686,319,17218,6904,43,1,962533,9197590
Kazakhstan,21327,547,188,13008,8131,121,10,1467556,18774740
Japan,18390,0,971,16505,914,45,0,451772,126476934
Honduras,18082,1075,479,1875,15728,58,0,49308,9902905
Austria,17723,69,703,16420,600,8,1,606375,9006112
Ghana,17351,609,112,12994,4245,6,0,288465,31064229
Azerbaijan,16968,544,206,9369,7393,66,8,475525,10138515
Guatemala,16930,533,727,3152,13051,5,21,31427,17911535
Moldova,16357,107,536,9229,6592,469,6,63328,4033978
Serbia,14288,242,274,12581,1433,36,4,393863,8737397
Algeria,13571,298,905,9671,2995,42,8,0,43841592
Nepal,13248,476,29,3134,10085,0,1,521501,29130572
S. Korea,12757,42,282,11429,1046,15,0,1259954,51269046
Denmark,12751,76,605,11612,534,9,1,1040047,5792111
Cameroon,12592,0,313,10100,2179,52,0,0,26535561
Morocco,12290,238,225,8833,3232,7,4,662814,36906754
Czechia,11724,121,348,7737,3639,29,0,545973,10708909
Sudan,9257,0,572,4014,4671,0,0,401,43834152
Ivory Coast,9101,0,66,3808,5227,0,0,52885,26368136
Norway,8862,7,249,8138,475,4,0,331935,5420960
Malaysia,8637,3,121,8334,182,4,0,756171,32362186
Uzbekistan,8222,274,23,5496,2703,25,1,1121236,33464319
Australia,7767,81,104,7008,655,1,0,2414416,25497348
Finland,7209,11,328,6600,281,1,0,237500,5540690
DRC,6939,112,167,1050,5722,0,10,0,89510737
Senegal,6698,112,108,4341,2249,27,3,78438,16736698
North Macedonia,6209,129,298,2427,3484,55,12,57895,2083374
Kenya,6190,120,144,2013,4033,18,1,167417,53754658
El Salvador,6173,239,164,3648,2361,172,12,160216,6486034
Tajikistan,5900,51,52,4506,1342,0,0,0,9534586
Haiti,5847,70,104,787,4956,0,4,11332,11401294
Ethiopia,5846,157,103,2430,3313,35,5,250604,114919381
Guinea,5342,0,31,4282,1029,24,0,14407,13126809
Venezuela,5297,0,44,1649,3604,10,0,1240181,28436047
Gabon,5209,0,40,2327,2842,10,0,34774,2224952
Kyrgyzstan,5017,269,50,2294,2673,30,3,212112,6522998
Bulgaria,4691,0,219,2508,1964,25,0,133605,6948396
