country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,3062414,40146,166326,1326643,1569445,18828,908,0,0
South America,2114977,12816,81486,1208396,825095,12773,279,0,0
Europe,2413271,11819,190719,1350260,872292,6055,252,0,0
Asia,2210902,46258,54786,1439767,716349,19376,914,0,0
Africa,384611,10015,9688,184829,190094,907,169,0,0
Oceania,9322,49,126,8570,626,1,0,0,0
0,721,0,15,651,55,4,0,0,0
World,10196218,121103,503146,5519116,4173956,57944,2522,0,0
USA,2629323,32786,128389,1088393,1412541,15815,237,32445700,330986397
Brazil,1323069,7128,57174,715905,549990,8318,71,2925935,212545812
Russia,634437,6791,9073,399087,226277,2300,104,19044954,145934108
India,549197,19620,16487,321774,210936,8944,384,8227802,1379863384
UK,311151,901,43550,0,0,276,36,9195132,67883135
Spain,295850,301,28343,0,0,617,2,5162909,46754676
Peru,275989,0,9135,164024,102830,1172,0,1625135,32966109
Chile,271982,4216,5509,232210,34263,2090,162,1079644,19114600
Italy,240310,174,34738,188891,16681,98,22,5314619,60462246
Iran,222669,2489,10508,183310,28851,2946,144,1610869,83980132
Mexico,212802,4410,26381,123797,62624,378,602,551052,128918206
Pakistan,202955,4072,4118,92624,106213,2805,83,1239153,220826319
Turkey,197239,1356,5097,170595,21547,996,15,3280144,84329203
Germany,194864,175,9029,177700,8135,364,3,5412655,83782057
Saudi Arabia,182493,3989,1551,124755,56187,2277,40,1546037,34806624
France,162936,0,29778,75649,57509,634,0,1384633,65272566
South Africa,138134,6334,2456,68925,66753,539,43,1567084,59299850
Bangladesh,137787,3809,1738,55727,80322,1,43,733197,164672221
Canada,103210,178,8522,66152,28536,2087,6,2640315,37738895
Qatar,94413,750,110,78702,15601,201,0,349153,2807805
Colombia,88591,0,2939,36273,49379,335,0,707688,50877025
Egypt,65188,1265,2789,17539,44860,41,81,135000,102305264
Sweden,65137,0,5280,0,0,171,0,444607,10098726
Belarus,61475,380,383,45027,16065,89,6,979800,9449339
Belgium,61295,86,9732,16941,34622,35,0,1191959,11589239
Argentina,57744,0,1217,20134,36393,457,10,336951,45191603
Ecuador,54574,0,4424,26920,23230,288,0,144751,17639528
Indonesia,54010,1198,2754,22936,28320,0,34,770600,273492454
Netherlands,50147,73,6105,0,0,29,0,577437,17134624
UAE,47797,437,313,36411,11073,1,2,3136000,9889022
Iraq,45402,2140,1756,21122,22524,324,96,520948,40207143
Kuwait,44942,551,348,35494,9100,149,4,379338,4269753
Singapore,43459,213,26,37508,5925,1,0,684359,5849910
Ukraine,42982,917,1129,18934,22919,386,19,641911,43734422
Portugal,41646,457,1564,27066,13016,67,3,1102066,10196828
Oman,38150,1197,163,21200,16787,118,4,182753,5104207
Philippines,35455,652,1244,9686,24525,149,8,689900,109563304
Poland,33907,193,1438,20548,11921,83,3,1493993,37846814
Switzerland,31617,62,1962,29100,555,11,0,562909,8654046
Dominican Republic,31373,754,726,17142,13505,201,8,146060,10846769
Afghanistan,30967,351,721,12604,17642,19,18,70788,38913398
Bolivia,30676,1253,970,8158,21548,71,36,70872,11671053
Panama,30658,0,592,15370,14696,148,0,122668,4313853
Romania,26313,291,1612,18814,5887,217,23,694909,19237972
Ireland,25439,2,1735,23364,340,12,1,419021,4937175
Bahrain,25267,0,83,19781,5403,42,5,529242,1700168
Armenia,24645,736,426,13116,11103,10,5,109173,2963208
Nigeria,24077,0,558,8625,14894,7,0,127158,206046230
Israel,23755,334,318,17074,6363,39,1,949012,9197590
Kazakhstan,20780,461,178,12824,7778,121,12,1467556,18774127
Japan,18297,0,971,16452,874,48,0,446589,126477987
Austria,17654,74,702,16401,551,9,2,602520,9005972
Honduras,17007,1013,479,1767,14761,13,8,21540,9902474
Ghana,16742,311,112,12720,3910,6,9,288465,31062453
Azerbaijan,16424,534,198,9026,7200,66,5,461861,10138266
Guatemala,16397,569,706,3123,12568,5,34,31427,17910628
Moldova,16250,170,530,9081,6639,469,9,63328,4034003
Serbia,14046,254,270,12464,1312,31,3,385713,8737493
Algeria,13273,305,897,9371,3005,48,5,0,43839426
Nepal,12772,463,28,3013,9731,0,0,512605,29129139
S. Korea,12715,62,282,11364,1069,15,0,1251695,51268926
Denmark,12675,0,604,11508,563,11,0,998736,5792055
Cameroon,12592,0,313,10100,2179,52,0,0,26533750
Morocco,12052,175,221,8740,3091,7,1,646195,36905559
Czechia,11423,125,347,7702,3374,10,0,543925,10708855
Sudan,9257,0,572,4014,4671,0,0,401,43831348
Ivory Coast,9101,157,66,3808,5227,0,0,52885,26366346
Norway,8853,7,249,8138,466,4,0,313162,5420844
Malaysia,8634,18,121,8318,195,2,0,749950,32361053
Uzbekistan,7948,266,22,5329,2597,25,2,1121236,33462994
Australia,7686,45,104,6979,603,1,0,2354175,25496540
Finland,7198,0,328,6600,270,1,0,237500,5540667
DRC,6827,137,157,985,5685,0,4,0,89503264
Senegal,6586,127,105,4291,2190,27,3,77482,16735488
North Macedonia,6080,174,286,2315,3479,55,9,57895,2083374
Kenya,6070,259,143,1971,3956,18,2,165196,53751415
El Salvador,5934,207,152,3557,2225,169,9,157799,6485944
Tajikistan,5849,50,52,4448,1349,0,0,0,9533999
Haiti,5777,55,100,706,4971,0,2,11332,11400915
Ethiopia,5689,119,98,2132,3459,33,4,246911,114911577
Guinea,5342,51,31,4282,1029,24,1,14407,13125832
Gabon,5209,0,40,2327,2842,10,0,34774,2224808
Venezuela,5130,0,42,1327,3761,9,0,1219651,28436267
Kyrgyzstan,4748,235,47,2242,2459,30,1,212112,6522704
Djibouti,4643,0,52,4348,243,0,0,45998,987816
Bulgaria,4625,0,216,2475,1934,20,0,132571,6948538
Luxembourg,4242,25,110,3978,154,1,0,177217,625838
Mauritania,4149,124,126,1419,2604,21,5,13842,4647325
Hungary,4142,4,581,2685,876,9,3,271194,9660454
Bosnia and Herzegovina,3935,0,178,2338,1419,4,0,88548,3280868
French Guiana,3461,0,12,1249,2200,21,0,8061,298536
CAR,3429,0,45,699,2685,2,0,23208,4828565
Greece,3376,10,191,1374,1811,10,0,305137,10423210
Thailand,3162,0,58,3053,51,1,0,468175,69798806
Costa Rica,3130,151,15,1366,1749,5,2,38500,5093651
Somalia,2894,16,90,887,1917,2,0,0,15884366
Croatia,2691,67,107,2152,432,0,0,76266,4105329
Mayotte,2508,0,32,2218,258,8,0,8800,272697
Albania,2402,72,55,1384,963,15,2,22912,2877812
Cuba,2332,2,86,2201,45,0,0,166335,11326652
Maldives,2324,19,8,1911,405,9,0,48603,540407
Nicaragua,2170,0,74,1238,858,0,0,0,6623651
Mali,2147,29,114,1432,601,0,1,12807,20238894
Paraguay,2127,185,15,1065,1047,3,0,66966,7131517
Madagascar,2078,73,18,944,1116,24,2,20964,27677653
Sri Lanka,2037,4,11,1661,365,1,0,101226,21412573
Equatorial Guinea,2001,0,32,515,1454,0,0,16000,1401938
Palestine,1990,175,4,447,1539,0,0,84621,5099346
South Sudan,1989,47,36,246,1707,1,0,10226,11192233
Estonia,1987,1,69,1818,100,0,0,105676,1326530
Iceland,1838,2,10,1816,12,0,0,74424,341224
Lithuania,1815,2,78,1503,234,16,0,416739,2722241
Lebanon,1740,21,34,1153,553,8,1,128894,6825544
Slovakia,1664,7,28,1461,175,0,0,208904,5459627
Guinea-Bissau,1614,0,22,317,1275,5,0,1500,1967180
Slovenia,1581,9,111,1384,86,0,2,100313,2078936
Zambia,1557,26,22,1311,224,1,1,52195,18373642
New Zealand,1526,4,22,1484,20,0,0,392756,5002100
Sierra Leone,1427,17,60,943,424,0,1,0,7974407
Hong Kong,1200,2,7,1104,89,1,0,321498,7496402
Tunisia,1169,1,50,1029,90,0,0,69137,11817294
Cabo Verde,1155,64,12,570,573,0,0,1560,555921
Benin,1149,25,16,306,827,2,2,56094,12117155
Malawi,1146,108,13,260,873,4,0,12578,19120636
Jordan,1121,10,9,860,252,3,0,374708,10202076
Yemen,1118,15,302,430,386,0,6,120,29814939
Latvia,1116,1,30,932,154,1,0,147916,1886200
Congo,1087,0,37,456,594,0,0,0,5515618
Niger,1068,6,67,937,64,0,0,6449,24185084
