country,confirmed,new_cases,deaths,recovered,active,critical,new_deaths,total_tests,population
North America,2821132,8265,157988,1273766,1389378,19420,848,0,0
South America,1871488,896,74384,1052014,745090,12531,26,0,0
Europe,2350471,8200,188789,1295386,866296,6148,176,0,0
Asia,1992963,10424,50186,1275484,667293,19409,140,0,0
Africa,327504,40,8653,157034,161817,504,0,0,0
Oceania,9145,30,125,8505,515,3,1,0,0
0,721,0,15,651,55,4,0,0,0
World,9373424,27855,480140,5062840,3830444,58019,1191,0,0
USA,2424492,324,123476,1020412,1280604,16510,3,29561082,330965224
Brazil,1151479,0,52771,613345,485363,8318,0,2678426,212529324
Russia,606881,7176,8513,368822,229546,2300,154,17803955,145933426
India,456926,811,14490,258827,183609,8944,7,7352911,1379715223
UK,306210,0,42927,0,0,330,0,8309929,67879245
Spain,293832,0,28325,0,0,617,0,5162909,46754479
Peru,260810,0,8404,148437,103969,1144,0,1539746,32961088
Chile,250767,0,4505,210570,35692,2009,0,995060,19112809
Italy,238833,0,34675,184585,19573,115,0,5053827,60463214
Iran,209970,0,9863,169160,30947,2846,0,1475331,83968383
Germany,192778,0,8986,175700,8092,337,0,5029696,83779137
Mexico,191410,6288,23377,144448,23585,378,793,501871,128903411
Turkey,190165,0,5001,162848,22316,893,0,3029635,84319290
Pakistan,188926,3892,3755,77754,107417,3337,60,1150141,220779366
Saudi Arabia,164144,0,1346,109885,52913,2122,0,1407508,34800695
France,161267,0,29720,74871,56676,682,0,1384633,65270992
Bangladesh,122660,3462,1582,49666,71412,1,37,663444,164654303
South Africa,106108,0,2102,55045,48961,208,0,1382772,59291678
Canada,101963,0,8454,64704,28805,2058,0,2482869,37735282
Qatar,89579,0,99,71501,17979,225,0,328941,2807805
Colombia,73572,0,2404,30459,40709,335,0,634611,50871101
Sweden,60837,0,5161,0,0,193,0,385659,10098039
Belgium,60810,0,9713,16771,34326,42,0,1131883,11588689
Belarus,59487,0,357,38688,20442,89,0,886248,9449373
Egypt,58141,0,2365,15535,40241,41,0,135000,102284138
